rawglucose|rawtemp|derivedalgoresult
1000|8000|105.0
1000|8008|105.12
1000|8016|105.24
1000|8024|105.36
1000|8032|105.48
1000|8040|105.6
1000|8048|105.72
1000|8056|105.84
1000|8064|105.96
1000|8072|106.08
1000|8080|106.2
1000|8088|106.32
1000|8096|106.44
1000|8104|106.56
1000|8112|106.68
1000|8120|106.8
1000|8128|106.92
1000|8136|107.04
1000|8144|107.16
1000|8152|107.28
1000|8160|107.4
1000|8168|107.52
1000|8176|107.64
1000|8184|107.76
1000|8192|107.88
1000|8200|108.0
1000|8208|108.12
1000|8216|108.24
1000|8224|108.36
1000|8232|108.48
1000|8240|108.6
1000|8248|108.72
1000|8256|108.84
1000|8264|108.96
1000|8272|109.08
1000|8280|109.2
1000|8288|109.32
1000|8296|109.44
1000|8304|109.56
1000|8312|109.68
1000|8320|109.8
1000|8328|109.92
1000|8336|110.04
1000|8344|110.16
1000|8352|110.28
1000|8360|110.4
1000|8368|110.52
1000|8376|110.64
1000|8384|110.76
1000|8392|110.88
1000|8400|111.0
1000|8408|111.12
1000|8416|111.24
1000|8424|111.36
1000|8432|111.48
1000|8440|111.6
1000|8448|111.72
1000|8456|111.84
1000|8464|111.96
1000|8472|112.08
1000|8480|112.2
1000|8488|112.32
1000|8496|112.44
1000|8504|112.56
1000|8512|112.68
1000|8520|112.8
1000|8528|112.92
1000|8536|113.04
1000|8544|113.16
1000|8552|113.28
1000|8560|113.4
1000|8568|113.52
1000|8576|113.64
1000|8584|113.76
1000|8592|113.88
1000|8600|114.0
1000|8608|114.12
1000|8616|114.24
1000|8624|114.36
1000|8632|114.48
1000|8640|114.6
1000|8648|114.72
1000|8656|114.84
1000|8664|114.96
1000|8672|115.08
1000|8680|115.2
1000|8688|115.32
1000|8696|115.44
1000|8704|115.56
1000|8712|115.68
1000|8720|115.8
1000|8728|115.92
1000|8736|116.04
1000|8744|116.16
1000|8752|116.28
1000|8760|116.4
1000|8768|116.52
1000|8776|116.64
1000|8784|116.76
1000|8792|116.88
1000|8800|117.0
1000|8808|117.12
1000|8816|117.24
1000|8824|117.36
1000|8832|117.48
1000|8840|117.6
1000|8848|117.72
1000|8856|117.84
1000|8864|117.96
1000|8872|118.08
1000|8880|118.2
1000|8888|118.32
1000|8896|118.44
1000|8904|118.56
1000|8912|118.68
1000|8920|118.8
1000|8928|118.92
1000|8936|119.04
1000|8944|119.16
1000|8952|119.28
1000|8960|119.4
1000|8968|119.52
1000|8976|119.64
1000|8984|119.76
1000|8992|119.88
1008|6000|75.764
1008|6008|75.8849706667
1008|6016|76.0059413333
1008|6024|76.126912
1008|6032|76.2478826667
1008|6040|76.3688533333
1008|6048|76.489824
1008|6056|76.6107946667
1008|6064|76.7317653333
1008|6072|76.852736
1008|6080|76.9737066667
1008|6088|77.0946773333
1008|6096|77.215648
1008|6104|77.3366186667
1008|6112|77.4575893333
1008|6120|77.57856
1008|6128|77.6995306667
1008|6136|77.8205013333
1008|6144|77.941472
1008|6152|78.0624426667
1008|6160|78.1834133333
1008|6168|78.304384
1008|6176|78.4253546667
1008|6184|78.5463253333
1008|6192|78.667296
1008|6200|78.7882666667
1008|6208|78.9092373333
1008|6216|79.030208
1008|6224|79.1511786667
1008|6232|79.2721493333
1008|6240|79.39312
1008|6248|79.5140906667
1008|6256|79.6350613333
1008|6264|79.756032
1008|6272|79.8770026667
1008|6280|79.9979733333
1008|6288|80.118944
1008|6296|80.2399146667
1008|6304|80.3608853333
1008|6312|80.481856
1008|6320|80.6028266667
1008|6328|80.7237973333
1008|6336|80.844768
1008|6344|80.9657386667
1008|6352|81.0867093333
1008|6360|81.20768
1008|6368|81.3286506667
1008|6376|81.4496213333
1008|6384|81.570592
1008|6392|81.6915626667
1008|6400|81.8125333333
1008|6408|81.933504
1008|6416|82.0544746667
1008|6424|82.1754453333
1008|6432|82.296416
1008|6440|82.4173866667
1008|6448|82.5383573333
1008|6456|82.659328
1008|6464|82.7802986667
1008|6472|82.9012693333
1008|6480|83.02224
1008|6488|83.1432106667
1008|6496|83.2641813333
1008|6504|83.385152
1008|6512|83.5061226667
1008|6520|83.6270933333
1008|6528|83.748064
1008|6536|83.8690346667
1008|6544|83.9900053333
1008|6552|84.110976
1008|6560|84.2319466667
1008|6568|84.3529173333
1008|6576|84.473888
1008|6584|84.5948586667
1008|6592|84.7158293333
1008|6600|84.8368
1008|6608|84.9577706667
1008|6616|85.0787413333
1008|6624|85.199712
1008|6632|85.3206826667
1008|6640|85.4416533333
1008|6648|85.562624
1008|6656|85.6835946667
1008|6664|85.8045653333
1008|6672|85.925536
1008|6680|86.0465066667
1008|6688|86.1674773333
1008|6696|86.288448
1008|6704|86.4094186667
1008|6712|86.5303893333
1008|6720|86.65136
1008|6728|86.7723306667
1008|6736|86.8933013333
1008|6744|87.014272
1008|6752|87.1352426667
1008|6760|87.2562133333
1008|6768|87.377184
1008|6776|87.4981546667
1008|6784|87.6191253333
1008|6792|87.740096
1008|6800|87.8610666667
1008|6808|87.9820373333
1008|6816|88.103008
1008|6824|88.2239786667
1008|6832|88.3449493333
1008|6840|88.46592
1008|6848|88.5868906667
1008|6856|88.7078613333
1008|6864|88.828832
1008|6872|88.9498026667
1008|6880|89.0707733333
1008|6888|89.191744
1008|6896|89.3127146667
1008|6904|89.4336853333
1008|6912|89.554656
1008|6920|89.6756266667
1008|6928|89.7965973333
1008|6936|89.917568
1008|6944|90.0385386667
1008|6952|90.1595093333
1008|6960|90.28048
1008|6968|90.4014506667
1008|6976|90.5224213333
1008|6984|90.643392
1008|6992|90.7643626667
1008|7000|90.8853333333
1008|7008|91.006304
1008|7016|91.1272746667
1008|7024|91.2482453333
1008|7032|91.369216
1008|7040|91.4901866667
1008|7048|91.6111573333
1008|7056|91.732128
1008|7064|91.8530986667
1008|7072|91.9740693333
1008|7080|92.09504
1008|7088|92.2160106667
1008|7096|92.3369813333
1008|7104|92.457952
1008|7112|92.5789226667
1008|7120|92.6998933333
1008|7128|92.820864
1008|7136|92.9418346667
1008|7144|93.0628053333
1008|7152|93.183776
1008|7160|93.3047466667
1008|7168|93.4257173333
1008|7176|93.546688
1008|7184|93.6676586667
1008|7192|93.7886293333
1008|7200|93.9096
1008|7208|94.0305706667
1008|7216|94.1515413333
1008|7224|94.272512
1008|7232|94.3934826667
1008|7240|94.5144533333
1008|7248|94.635424
1008|7256|94.7563946667
1008|7264|94.8773653333
1008|7272|94.998336
1008|7280|95.1193066667
1008|7288|95.2402773333
1008|7296|95.361248
1008|7304|95.4822186667
1008|7312|95.6031893333
1008|7320|95.72416
1008|7328|95.8451306667
1008|7336|95.9661013333
1008|7344|96.087072
1008|7352|96.2080426667
1008|7360|96.3290133333
1008|7368|96.449984
1008|7376|96.5709546667
1008|7384|96.6919253333
1008|7392|96.812896
1008|7400|96.9338666667
1008|7408|97.0548373333
1008|7416|97.175808
1008|7424|97.2967786667
1008|7432|97.4177493333
1008|7440|97.53872
1008|7448|97.6596906667
1008|7456|97.7806613333
1008|7464|97.901632
1008|7472|98.0226026667
1008|7480|98.1435733333
1008|7488|98.264544
1008|7496|98.3855146667
1008|7504|98.5064853333
1008|7512|98.627456
1008|7520|98.7484266667
1008|7528|98.8693973333
1008|7536|98.990368
1008|7544|99.1113386667
1008|7552|99.2323093333
1008|7560|99.35328
1008|7568|99.4742506667
1008|7576|99.5952213333
1008|7584|99.716192
1008|7592|99.8371626667
1008|7600|99.9581333333
1008|7608|100.079104
1008|7616|100.200074667
1008|7624|100.321045333
1008|7632|100.442016
1008|7640|100.562986667
1008|7648|100.683957333
1008|7656|100.804928
1008|7664|100.925898667
1008|7672|101.046869333
1008|7680|101.16784
1008|7688|101.288810667
1008|7696|101.409781333
1008|7704|101.530752
1008|7712|101.651722667
1008|7720|101.772693333
1008|7728|101.893664
1008|7736|102.014634667
1008|7744|102.135605333
1008|7752|102.256576
1008|7760|102.377546667
1008|7768|102.498517333
1008|7776|102.619488
1008|7784|102.740458667
1008|7792|102.861429333
1008|7800|102.9824
1008|7808|103.103370667
1008|7816|103.224341333
1008|7824|103.345312
1008|7832|103.466282667
1008|7840|103.587253333
1008|7848|103.708224
1008|7856|103.829194667
1008|7864|103.950165333
1008|7872|104.071136
1008|7880|104.192106667
1008|7888|104.313077333
1008|7896|104.434048
1008|7904|104.555018667
1008|7912|104.675989333
1008|7920|104.79696
1008|7928|104.917930667
1008|7936|105.038901333
1008|7944|105.159872
1008|7952|105.280842667
1008|7960|105.401813333
1008|7968|105.522784
1008|7976|105.643754667
1008|7984|105.764725333
1008|7992|105.885696
1008|8000|106.006666667
1008|8008|106.127637333
1008|8016|106.248608
1008|8024|106.369578667
1008|8032|106.490549333
1008|8040|106.61152
1008|8048|106.732490667
1008|8056|106.853461333
1008|8064|106.974432
1008|8072|107.095402667
1008|8080|107.216373333
1008|8088|107.337344
1008|8096|107.458314667
1008|8104|107.579285333
1008|8112|107.700256
1008|8120|107.821226667
1008|8128|107.942197333
1008|8136|108.063168
1008|8144|108.184138667
1008|8152|108.305109333
1008|8160|108.42608
1008|8168|108.547050667
1008|8176|108.668021333
1008|8184|108.788992
1008|8192|108.909962667
1008|8200|109.030933333
1008|8208|109.151904
1008|8216|109.272874667
1008|8224|109.393845333
1008|8232|109.514816
1008|8240|109.635786667
1008|8248|109.756757333
1008|8256|109.877728
1008|8264|109.998698667
1008|8272|110.119669333
1008|8280|110.24064
1008|8288|110.361610667
1008|8296|110.482581333
1008|8304|110.603552
1008|8312|110.724522667
1008|8320|110.845493333
1008|8328|110.966464
1008|8336|111.087434667
1008|8344|111.208405333
1008|8352|111.329376
1008|8360|111.450346667
1008|8368|111.571317333
1008|8376|111.692288
1008|8384|111.813258667
1008|8392|111.934229333
1008|8400|112.0552
1008|8408|112.176170667
1008|8416|112.297141333
1008|8424|112.418112
1008|8432|112.539082667
1008|8440|112.660053333
1008|8448|112.781024
1008|8456|112.901994667
1008|8464|113.022965333
1008|8472|113.143936
1008|8480|113.264906667
1008|8488|113.385877333
1008|8496|113.506848
1008|8504|113.627818667
1008|8512|113.748789333
1008|8520|113.86976
1008|8528|113.990730667
1008|8536|114.111701333
1008|8544|114.232672
1008|8552|114.353642667
1008|8560|114.474613333
1008|8568|114.595584
1008|8576|114.716554667
1008|8584|114.837525333
1008|8592|114.958496
1008|8600|115.079466667
1008|8608|115.200437333
1008|8616|115.321408
1008|8624|115.442378667
1008|8632|115.563349333
1008|8640|115.68432
1008|8648|115.805290667
1008|8656|115.926261333
1008|8664|116.047232
1008|8672|116.168202667
1008|8680|116.289173333
1008|8688|116.410144
1008|8696|116.531114667
1008|8704|116.652085333
1008|8712|116.773056
1008|8720|116.894026667
1008|8728|117.014997333
1008|8736|117.135968
1008|8744|117.256938667
1008|8752|117.377909333
1008|8760|117.49888
1008|8768|117.619850667
1008|8776|117.740821333
1008|8784|117.861792
1008|8792|117.982762667
1008|8800|118.103733333
1008|8808|118.224704
1008|8816|118.345674667
1008|8824|118.466645333
1008|8832|118.587616
1008|8840|118.708586667
1008|8848|118.829557333
1008|8856|118.950528
1008|8864|119.071498667
1008|8872|119.192469333
1008|8880|119.31344
1008|8888|119.434410667
1008|8896|119.555381333
1008|8904|119.676352
1008|8912|119.797322667
1008|8920|119.918293333
1008|8928|120.039264
1008|8936|120.160234667
1008|8944|120.281205333
1008|8952|120.402176
1008|8960|120.523146667
1008|8968|120.644117333
1008|8976|120.765088
1008|8984|120.886058667
1008|8992|121.007029333
1016|6000|76.528
1016|6008|76.6499413333
1016|6016|76.7718826667
1016|6024|76.893824
1016|6032|77.0157653333
1016|6040|77.1377066667
1016|6048|77.259648
1016|6056|77.3815893333
1016|6064|77.5035306667
1016|6072|77.625472
1016|6080|77.7474133333
1016|6088|77.8693546667
1016|6096|77.991296
1016|6104|78.1132373333
1016|6112|78.2351786667
1016|6120|78.35712
1016|6128|78.4790613333
1016|6136|78.6010026667
1016|6144|78.722944
1016|6152|78.8448853333
1016|6160|78.9668266667
1016|6168|79.088768
1016|6176|79.2107093333
1016|6184|79.3326506667
1016|6192|79.454592
1016|6200|79.5765333333
1016|6208|79.6984746667
1016|6216|79.820416
1016|6224|79.9423573333
1016|6232|80.0642986667
1016|6240|80.18624
1016|6248|80.3081813333
1016|6256|80.4301226667
1016|6264|80.552064
1016|6272|80.6740053333
1016|6280|80.7959466667
1016|6288|80.917888
1016|6296|81.0398293333
1016|6304|81.1617706667
1016|6312|81.283712
1016|6320|81.4056533333
1016|6328|81.5275946667
1016|6336|81.649536
1016|6344|81.7714773333
1016|6352|81.8934186667
1016|6360|82.01536
1016|6368|82.1373013333
1016|6376|82.2592426667
1016|6384|82.381184
1016|6392|82.5031253333
1016|6400|82.6250666667
1016|6408|82.747008
1016|6416|82.8689493333
1016|6424|82.9908906667
1016|6432|83.112832
1016|6440|83.2347733333
1016|6448|83.3567146667
1016|6456|83.478656
1016|6464|83.6005973333
1016|6472|83.7225386667
1016|6480|83.84448
1016|6488|83.9664213333
1016|6496|84.0883626667
1016|6504|84.210304
1016|6512|84.3322453333
1016|6520|84.4541866667
1016|6528|84.576128
1016|6536|84.6980693333
1016|6544|84.8200106667
1016|6552|84.941952
1016|6560|85.0638933333
1016|6568|85.1858346667
1016|6576|85.307776
1016|6584|85.4297173333
1016|6592|85.5516586667
1016|6600|85.6736
1016|6608|85.7955413333
1016|6616|85.9174826667
1016|6624|86.039424
1016|6632|86.1613653333
1016|6640|86.2833066667
1016|6648|86.405248
1016|6656|86.5271893333
1016|6664|86.6491306667
1016|6672|86.771072
1016|6680|86.8930133333
1016|6688|87.0149546667
1016|6696|87.136896
1016|6704|87.2588373333
1016|6712|87.3807786667
1016|6720|87.50272
1016|6728|87.6246613333
1016|6736|87.7466026667
1016|6744|87.868544
1016|6752|87.9904853333
1016|6760|88.1124266667
1016|6768|88.234368
1016|6776|88.3563093333
1016|6784|88.4782506667
1016|6792|88.600192
1016|6800|88.7221333333
1016|6808|88.8440746667
1016|6816|88.966016
1016|6824|89.0879573333
1016|6832|89.2098986667
1016|6840|89.33184
1016|6848|89.4537813333
1016|6856|89.5757226667
1016|6864|89.697664
1016|6872|89.8196053333
1016|6880|89.9415466667
1016|6888|90.063488
1016|6896|90.1854293333
1016|6904|90.3073706667
1016|6912|90.429312
1016|6920|90.5512533333
1016|6928|90.6731946667
1016|6936|90.795136
1016|6944|90.9170773333
1016|6952|91.0390186667
1016|6960|91.16096
1016|6968|91.2829013333
1016|6976|91.4048426667
1016|6984|91.526784
1016|6992|91.6487253333
1016|7000|91.7706666667
1016|7008|91.892608
1016|7016|92.0145493333
1016|7024|92.1364906667
1016|7032|92.258432
1016|7040|92.3803733333
1016|7048|92.5023146667
1016|7056|92.624256
1016|7064|92.7461973333
1016|7072|92.8681386667
1016|7080|92.99008
1016|7088|93.1120213333
1016|7096|93.2339626667
1016|7104|93.355904
1016|7112|93.4778453333
1016|7120|93.5997866667
1016|7128|93.721728
1016|7136|93.8436693333
1016|7144|93.9656106667
1016|7152|94.087552
1016|7160|94.2094933333
1016|7168|94.3314346667
1016|7176|94.453376
1016|7184|94.5753173333
1016|7192|94.6972586667
1016|7200|94.8192
1016|7208|94.9411413333
1016|7216|95.0630826667
1016|7224|95.185024
1016|7232|95.3069653333
1016|7240|95.4289066667
1016|7248|95.550848
1016|7256|95.6727893333
1016|7264|95.7947306667
1016|7272|95.916672
1016|7280|96.0386133333
1016|7288|96.1605546667
1016|7296|96.282496
1016|7304|96.4044373333
1016|7312|96.5263786667
1016|7320|96.64832
1016|7328|96.7702613333
1016|7336|96.8922026667
1016|7344|97.014144
1016|7352|97.1360853333
1016|7360|97.2580266667
1016|7368|97.379968
1016|7376|97.5019093333
1016|7384|97.6238506667
1016|7392|97.745792
1016|7400|97.8677333333
1016|7408|97.9896746667
1016|7416|98.111616
1016|7424|98.2335573333
1016|7432|98.3554986667
1016|7440|98.47744
1016|7448|98.5993813333
1016|7456|98.7213226667
1016|7464|98.843264
1016|7472|98.9652053333
1016|7480|99.0871466667
1016|7488|99.209088
1016|7496|99.3310293333
1016|7504|99.4529706667
1016|7512|99.574912
1016|7520|99.6968533333
1016|7528|99.8187946667
1016|7536|99.940736
1016|7544|100.062677333
1016|7552|100.184618667
1016|7560|100.30656
1016|7568|100.428501333
1016|7576|100.550442667
1016|7584|100.672384
1016|7592|100.794325333
1016|7600|100.916266667
1016|7608|101.038208
1016|7616|101.160149333
1016|7624|101.282090667
1016|7632|101.404032
1016|7640|101.525973333
1016|7648|101.647914667
1016|7656|101.769856
1016|7664|101.891797333
1016|7672|102.013738667
1016|7680|102.13568
1016|7688|102.257621333
1016|7696|102.379562667
1016|7704|102.501504
1016|7712|102.623445333
1016|7720|102.745386667
1016|7728|102.867328
1016|7736|102.989269333
1016|7744|103.111210667
1016|7752|103.233152
1016|7760|103.355093333
1016|7768|103.477034667
1016|7776|103.598976
1016|7784|103.720917333
1016|7792|103.842858667
1016|7800|103.9648
1016|7808|104.086741333
1016|7816|104.208682667
1016|7824|104.330624
1016|7832|104.452565333
1016|7840|104.574506667
1016|7848|104.696448
1016|7856|104.818389333
1016|7864|104.940330667
1016|7872|105.062272
1016|7880|105.184213333
1016|7888|105.306154667
1016|7896|105.428096
1016|7904|105.550037333
1016|7912|105.671978667
1016|7920|105.79392
1016|7928|105.915861333
1016|7936|106.037802667
1016|7944|106.159744
1016|7952|106.281685333
1016|7960|106.403626667
1016|7968|106.525568
1016|7976|106.647509333
1016|7984|106.769450667
1016|7992|106.891392
1016|8000|107.013333333
1016|8008|107.135274667
1016|8016|107.257216
1016|8024|107.379157333
1016|8032|107.501098667
1016|8040|107.62304
1016|8048|107.744981333
1016|8056|107.866922667
1016|8064|107.988864
1016|8072|108.110805333
1016|8080|108.232746667
1016|8088|108.354688
1016|8096|108.476629333
1016|8104|108.598570667
1016|8112|108.720512
1016|8120|108.842453333
1016|8128|108.964394667
1016|8136|109.086336
1016|8144|109.208277333
1016|8152|109.330218667
1016|8160|109.45216
1016|8168|109.574101333
1016|8176|109.696042667
1016|8184|109.817984
1016|8192|109.939925333
1016|8200|110.061866667
1016|8208|110.183808
1016|8216|110.305749333
1016|8224|110.427690667
1016|8232|110.549632
1016|8240|110.671573333
1016|8248|110.793514667
1016|8256|110.915456
1016|8264|111.037397333
1016|8272|111.159338667
1016|8280|111.28128
1016|8288|111.403221333
1016|8296|111.525162667
1016|8304|111.647104
1016|8312|111.769045333
1016|8320|111.890986667
1016|8328|112.012928
1016|8336|112.134869333
1016|8344|112.256810667
1016|8352|112.378752
1016|8360|112.500693333
1016|8368|112.622634667
1016|8376|112.744576
1016|8384|112.866517333
1016|8392|112.988458667
1016|8400|113.1104
1016|8408|113.232341333
1016|8416|113.354282667
1016|8424|113.476224
1016|8432|113.598165333
1016|8440|113.720106667
1016|8448|113.842048
1016|8456|113.963989333
1016|8464|114.085930667
1016|8472|114.207872
1016|8480|114.329813333
1016|8488|114.451754667
1016|8496|114.573696
1016|8504|114.695637333
1016|8512|114.817578667
1016|8520|114.93952
1016|8528|115.061461333
1016|8536|115.183402667
1016|8544|115.305344
1016|8552|115.427285333
1016|8560|115.549226667
1016|8568|115.671168
1016|8576|115.793109333
1016|8584|115.915050667
1016|8592|116.036992
1016|8600|116.158933333
1016|8608|116.280874667
1016|8616|116.402816
1016|8624|116.524757333
1016|8632|116.646698667
1016|8640|116.76864
1016|8648|116.890581333
1016|8656|117.012522667
1016|8664|117.134464
1016|8672|117.256405333
1016|8680|117.378346667
1016|8688|117.500288
1016|8696|117.622229333
1016|8704|117.744170667
1016|8712|117.866112
1016|8720|117.988053333
1016|8728|118.109994667
1016|8736|118.231936
1016|8744|118.353877333
1016|8752|118.475818667
1016|8760|118.59776
1016|8768|118.719701333
1016|8776|118.841642667
1016|8784|118.963584
1016|8792|119.085525333
1016|8800|119.207466667
1016|8808|119.329408
1016|8816|119.451349333
1016|8824|119.573290667
1016|8832|119.695232
1016|8840|119.817173333
1016|8848|119.939114667
1016|8856|120.061056
1016|8864|120.182997333
1016|8872|120.304938667
1016|8880|120.42688
1016|8888|120.548821333
1016|8896|120.670762667
1016|8904|120.792704
1016|8912|120.914645333
1016|8920|121.036586667
1016|8928|121.158528
1016|8936|121.280469333
1016|8944|121.402410667
1016|8952|121.524352
1016|8960|121.646293333
1016|8968|121.768234667
1016|8976|121.890176
1016|8984|122.012117333
1016|8992|122.134058667
1024|6000|77.292
1024|6008|77.414912
1024|6016|77.537824
1024|6024|77.660736
1024|6032|77.783648
1024|6040|77.90656
1024|6048|78.029472
1024|6056|78.152384
1024|6064|78.275296
1024|6072|78.398208
1024|6080|78.52112
1024|6088|78.644032
1024|6096|78.766944
1024|6104|78.889856
1024|6112|79.012768
1024|6120|79.13568
1024|6128|79.258592
1024|6136|79.381504
1024|6144|79.504416
1024|6152|79.627328
1024|6160|79.75024
1024|6168|79.873152
1024|6176|79.996064
1024|6184|80.118976
1024|6192|80.241888
1024|6200|80.3648
1024|6208|80.487712
1024|6216|80.610624
1024|6224|80.733536
1024|6232|80.856448
1024|6240|80.97936
1024|6248|81.102272
1024|6256|81.225184
1024|6264|81.348096
1024|6272|81.471008
1024|6280|81.59392
1024|6288|81.716832
1024|6296|81.839744
1024|6304|81.962656
1024|6312|82.085568
1024|6320|82.20848
1024|6328|82.331392
1024|6336|82.454304
1024|6344|82.577216
1024|6352|82.700128
1024|6360|82.82304
1024|6368|82.945952
1024|6376|83.068864
1024|6384|83.191776
1024|6392|83.314688
1024|6400|83.4376
1024|6408|83.560512
1024|6416|83.683424
1024|6424|83.806336
1024|6432|83.929248
1024|6440|84.05216
1024|6448|84.175072
1024|6456|84.297984
1024|6464|84.420896
1024|6472|84.543808
1024|6480|84.66672
1024|6488|84.789632
1024|6496|84.912544
1024|6504|85.035456
1024|6512|85.158368
1024|6520|85.28128
1024|6528|85.404192
1024|6536|85.527104
1024|6544|85.650016
1024|6552|85.772928
1024|6560|85.89584
1024|6568|86.018752
1024|6576|86.141664
1024|6584|86.264576
1024|6592|86.387488
1024|6600|86.5104
1024|6608|86.633312
1024|6616|86.756224
1024|6624|86.879136
1024|6632|87.002048
1024|6640|87.12496
1024|6648|87.247872
1024|6656|87.370784
1024|6664|87.493696
1024|6672|87.616608
1024|6680|87.73952
1024|6688|87.862432
1024|6696|87.985344
1024|6704|88.108256
1024|6712|88.231168
1024|6720|88.35408
1024|6728|88.476992
1024|6736|88.599904
1024|6744|88.722816
1024|6752|88.845728
1024|6760|88.96864
1024|6768|89.091552
1024|6776|89.214464
1024|6784|89.337376
1024|6792|89.460288
1024|6800|89.5832
1024|6808|89.706112
1024|6816|89.829024
1024|6824|89.951936
1024|6832|90.074848
1024|6840|90.19776
1024|6848|90.320672
1024|6856|90.443584
1024|6864|90.566496
